Date,Line_No,Responsible_Department,Problem_Name,M/C_ID,Problem_Start_Time,Problem_End_Time,Total_Downtime (Min)
7-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0083,9:04,9:07,3
7-Jun-2022,Line 17,Cutting,Input Gap,,9:45,9:54,9
7-Jun-2022,Line 17,Cutting,Input Gap,,9:55,10:04,9
7-Jun-2022,Line 17,Cutting,Input Gap,,9:55,10:07,12
7-Jun-2022,Line 17,Cutting,Input Gap,,10:00,10:09,9
7-Jun-2022,Line 17,Cutting,Input Gap,,10:17,10:30,13
7-Jun-2022,Line 17,Cutting,Input Gap,,10:22,10:30,8
7-Jun-2022,Line 17,Cutting,Input Gap,,10:25,10:30,5
7-Jun-2022,Line 17,Cutting,Input Gap,,11:00,11:10,10
7-Jun-2022,Line 17,Cutting,Input Gap,,11:10,11:20,10
7-Jun-2022,Line 17,Cutting,Input Gap,,11:20,11:35,15
7-Jun-2022,Line 17, Needle Breakage, Needle Breakage,FCI-4TNB-0001,11:52,12:02,10
7-Jun-2022,Line 17,Maintenance,Jamming,FCI-5TOL-0307,12:05,12:10,5
7-Jun-2022,Line 17,Cutting,Input Gap,,12:20,12:40,20
7-Jun-2022,Line 17,Maintenance,Unsharp Knife,FCI-4TNB-0001,14:02,14:07,5
7-Jun-2022,Line 17,Lean,Excess WIP,,15:00,15:12,12
7-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0154,15:49,15:53,4
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0154,7:38,7:42,4
7-Jun-2022,Line 17,Production,Multiple bio break,`FCI-5TOL-0194,8:14,8:17,3
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0158,8:30,8:35,5
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0673,8:40,8:45,5
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0673,9:00,9:06,6
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0074,9:13,9:16,3
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0319,9:37,9:41,4
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0321,10:05,10:08,3
7-Jun-2022,Line 17,Production,Multiple bio break,FQ-356-030-440,10:14,10:18,4
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0154,10:25,10:30,5
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0083,11:05,11:09,4
7-Jun-2022,Line 17,Production,Multiple bio break,FQ-356-030-440,14:45,14:49,4
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0074,14:50,14:59,9
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0158,15:02,15:08,6
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0083,15:05,15:09,4
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0291,15:05,15:11,6
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TNB-0001,16:06,16:13,7
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0154,16:32,16:35,3
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0673,16:39,16:43,4
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0045,7:40,7:45,5
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2142,7:47,7:53,6
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2065,7:50,7:55,5
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2603,7:58,8:01,3
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0012,8:45,9:01,16
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0058,8:55,9:06,11
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0063,9:10,9:17,7
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0085,9:12,9:20,8
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2109,9:25,9:33,8
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-0012,9:28,9:35,7
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0061,9:40,9:49,9
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2156,9:55,10:05,10
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNLS-0012,10:00,10:07,7
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2603,10:05,10:11,6
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2161,10:45,10:51,6
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0045,11:04,11:08,4
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0063,11:12,11:18,6
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-FLCD-0014,11:54,11:58,4
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2142,12:28,12:35,7
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0012,12:30,12:37,7
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0058,12:33,12:36,3
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-BT-0074,12:31,12:36,5
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0045,14:20,14:26,6
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2142,15:40,15:45,5
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0045,15:55,15:59,4
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2142,16:05,16:11,6
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0063,16:10,16:15,5
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNLS-0058,16:20,16:25,5
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-FLCD-0014,17:15,17:21,6
7-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2109,17:29,17:37,8
7-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0045,7:05,7:07,2
7-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,7:30,7:38,8
7-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0045,8:20,8:22,2
7-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,9:45,9:51,6
7-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0045,10:24,10:27,3
7-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0045,10:56,10:58,2
7-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0054,11:43,11:46,3
7-Jun-2022,Line 17,Maintenance,Skip Stitch,FCI-4TOL-0061,12:15,12:19,4
7-Jun-2022,Line 17, Needle Breakage, Needle Breakage,FCI-4TOL-0082,13:50,13:59,9
7-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0054,13:55,13:57,2
7-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0058,13:59,14:03,4
7-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,15:20,15:22,2
7-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0054,15:35,15:37,2
7-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0012,15:50,15:53,3
7-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL 0318,7:17,7:29,12
7-Jun-2022,Line 19, Needle Breakage, Needle Breakage,DNCS 0020,9:17,9:27,10
7-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,DNCS 0025,10:10,10:22,12
7-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,DNCS 0068,11:19,11:23,4
7-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,4TOL 0262,11:24,11:28,4
7-Jun-2022,Line 19, Needle Breakage, Needle Breakage,5TOL 0318,1:30,1:41,11
7-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,DNCS 0029,4:04,4:06,2
7-Jun-2022,Line 19, Needle Breakage, Needle Breakage,SBLS 0042,3:48,3:59,11
7-Jun-2022,Line 19,Production,colour change,,3:50,4:00,10
7-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,4TOL 0262,5:09,5:16,7
8-Jun-2022,Line 17,Maintenance,Unsharp Knife,FCI-4TNB-0001,7:10,7:16,6
8-Jun-2022,Line 17,Production,Thread Finish & Re-threading,FCI-5TOL-0158,7:57,8:00,3
8-Jun-2022,Line 17,Maintenance,Feed Problem,FCI-5TOL-0319,9:34,9:40,6
8-Jun-2022,Line 17,Lean,Excess WIP,,10:14,10:28,14
8-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0083,10:35,10:39,4
8-Jun-2022,Line 17,Maintenance,Vaccum Issue,FCI-5TOL-0307,12:18,12:25,7
8-Jun-2022,Line 17,Maintenance,Skip Stitch,FCI-5TOL-0158,12:05,12:09,4
8-Jun-2022,Line 17,Maintenance,Skip Stitch,FCI-5TOL-0321,15:30,16:00,30
8-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,MF-7723,15:58,16:02,4
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0673,7:18,7:24,6
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0158,7:48,7:52,4
8-Jun-2022,Line 17,Production,Multiple bio break,FQ-356-030-440,9:00,9:06,6
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0158,9:27,9:30,3
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0083,9:30,9:34,4
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0154,12:26,12:30,4
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0321,12:26,12:31,5
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TNB-0001,16:15,16:19,4
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0194,16:16,16:22,6
8-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0045,8:00,8:02,2
8-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0054,8:05,8:09,4
8-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0058,8:42,8:44,2
8-Jun-2022,Line 17,Maintenance,Roller Adjustment,FCI-DNCS-0058,8:54,9:03,9
8-Jun-2022,Line 17,Maintenance,Roller Adjustment,FCI-DNCS-0012,9:05,9:13,8
8-Jun-2022,Line 17, Needle Breakage, Needle Breakage,FCI-DNCS-0058,9:56,10:04,8
8-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,10:28,10:33,5
8-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0058,11:10,11:14,4
8-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0012,11:32,11:35,3
8-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0045,12:25,12:29,4
8-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0061,12:47,12:50,3
8-Jun-2022,Line 17,Maintenance,Skip Stitch,FCI-FLCD-0014,14:05,14:13,8
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-FLCD-0014,7:20,7:25,5
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2142,7:32,7:37,5
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2065,7:40,7:45,5
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0012,7:55,8:07,12
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0045,8:17,8:22,5
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0054,8:32,8:37,5
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0082,8:37,8:42,5
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-BA-0043,8:57,9:04,7
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0020,9:16,9:22,6
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2111,9:27,9:33,6
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-FLCD-0009,9:40,9:45,5
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2109,10:05,10:11,6
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2603,10:21,10:27,6
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0063,10:55,11:00,5
8-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2161,16:20,16:25,5
8-Jun-2022,Line 19, Needle Breakage, Needle Breakage,SBLS 0031,8:37,8:48,11
8-Jun-2022,Line 19, Needle Breakage, Needle Breakage,DNCS 0080,9:48,9:57,9
8-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL 0196,9:58,10:02,4
8-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL 0164,10:01,10:04,3
8-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,4TOL 0262,11:06,11:13,7
8-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,DNCS-0004,11:06,11:11,5
8-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL-0237,11:18,11:20,2
8-Jun-2022,Line 19,Production,Thread Finish & Re-threading,DNCS-0068,11:38,11:43,5
8-Jun-2022,Line 19,Production,Thread Finish & Re-threading,5TOL-0196,12:26,12:32,6
8-Jun-2022,Line 19,Cutting,No input,,12:30,12:43,13
8-Jun-2022,Line 19,Store,Label short,SNLS-2170,2:09,4:48,159
8-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,TOL-0196,3:07,3:11,4
8-Jun-2022,Line 19,Cutting,No Input,SNLS-2096,4:13,4:20,7
8-Jun-2022,Line 19, Needle Breakage, Needle Breakage,SNLS-0002,4:12,4:23,11
8-Jun-2022,Line 19, Needle Breakage, Needle Breakage,DNCS-008,5:36,5:54,18
8-Jun-2022,Line 19, Needle Breakage, Needle Breakage,SBLS 0031,8:37,8:48,11
8-Jun-2022,Line 19, Needle Breakage, Needle Breakage,DNCS 0080,9:48,9:57,9
8-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL 0196,9:58,10:02,4
8-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL 0164,10:01,10:04,3
8-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,4TOL 0262,11:06,11:13,7
8-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,DNCS 0004,11:06,11:11,5
8-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL 0237,11:18,11:20,2
8-Jun-2022,Line 19,Production,Thread Finish & Re-threading,DNCS 0068,11:38,11:43,5
8-Jun-2022,Line 19,Production,Thread Finish & Re-threading,TOL 0196,12:26,12:32,6
8-Jun-2022,Line 19,Cutting,No input,,12:30,12:43,13
8-Jun-2022,Line 19,Store,Label short,SNLS 2170,2:09,2:20,11
8-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,TOL 0196,3:07,3:11,4
8-Jun-2022,Line 19,Cutting,No Input,SNLS 2096,4:13,4:20,7
8-Jun-2022,Line 19, Needle Breakage, Needle Breakage,SNLS 0002,4:12,4:23,11
8-Jun-2022,Line 19, Needle Breakage, Needle Breakage,DNCS 0085,5:36,5:54,18
9-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0321,7:22,7:26,4
9-Jun-2022,Line 17,Maintenance,Skip Stitch,FCI-5TOL-0158,7:35,7:46,11
9-Jun-2022,Line 17,Maintenance,Vaccum Issue,FCI-5TOL-0321,7:44,7:51,7
9-Jun-2022,Line 17,Maintenance,Skip Stitch,FCI-5TOL-0158,8:00,8:15,15
9-Jun-2022,Line 17,Maintenance,Skip Stitch,FCI-5TOL-0158,8:23,8:40,17
9-Jun-2022,Line 17,Maintenance,Skip Stitch,MF-7723,8:44,8:47,3
9-Jun-2022,Line 17, Needle Breakage, Needle Breakage,FCI-5TOL-0158,9:47,10:00,13
9-Jun-2022,Line 17, Needle Breakage, Needle Breakage,MF-7723,10:48,11:03,15
9-Jun-2022,Line 17,Lean,Excess WIP,,11:08,11:28,20
9-Jun-2022,Line 17,Maintenance,Vaccum Issue,FCI-5TOL-0321,15:50,15:53,3
9-Jun-2022,Line 17,Production,Multiple bio break,MF-7723,7:46,7:50,4
9-Jun-2022,Line 17,Production,Multiple bio break,YNG-FLFB-0008,8:26,8:30,4
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0673,8:49,8:57,8
9-Jun-2022,Line 17,Production,Multiple bio break,MF-7723,9:54,9:58,4
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0194,10:04,10:08,4
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0319,10:10,10:15,5
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0307,12:35,12:38,3
9-Jun-2022,Line 17,Production,Multiple bio break,MF-7723,14:34,14:40,6
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0307,14:50,14:55,5
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0319,15:17,15:27,10
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0154,15:47,15:50,3
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0158,15:47,16:02,15
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0673,17:05,17:11,6
9-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0045,7:20,7:22,2
9-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0045,8:05,8:07,2
9-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,9:11,9:13,2
9-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,9:20,9:23,3
9-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0045,9:40,9:43,3
9-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,10:00,10:02,2
9-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-FLCB-0014,10:05,10:08,3
9-Jun-2022,Line 17,Maintenance,Jamming,FCI-SNLS-2156,11:10,11:20,10
9-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,12:45,12:48,3
9-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0054,13:53,13:55,2
9-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,13:55,13:58,3
9-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0061,14:00,14:03,3
9-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0045,14:01,14:06,5
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TNB-0004,7:15,7:18,3
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0045,7:42,7:47,5
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0054,8:03,8:08,5
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0061,8:15,8:21,6
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0061,8:17,8:22,5
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0061,8:19,8:25,6
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0061,8:42,8:46,4
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0074,8:48,8:52,4
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0083,8:45,8:50,5
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0249,8:48,8:52,4
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0263,8:55,9:04,9
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0263,9:45,9:51,6
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0074,10:00,10:05,5
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0154,10:00,10:06,6
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0158,10:08,10:14,6
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0194,10:24,10:28,4
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0194,10:25,10:31,6
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0264,10:26,10:30,4
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0264,10:30,10:36,6
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0264,10:50,10:55,5
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0319,10:52,10:57,5
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0319,10:54,10:59,5
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0319,11:40,11:45,5
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0321,11:44,11:49,5
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0321,12:10,12:16,6
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0321,12:25,12:30,5
9-Jun-2022,Line 17,Production,Multiple bio break,FQ-356-030-440,12:27,12:33,6
9-Jun-2022,Line 17,Production,Multiple bio break,FQ-356-030-440,12:32,12:38,6
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0045,12:42,12:47,5
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-FLRC-0009,14:02,14:07,5
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0058,15:30,15:35,5
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0012,15:35,15:40,5
9-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2065,15:42,15:47,5
9-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,DNCS 0003,7:36,7:39,3
9-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,DNCS 0080,7:46,7:49,3
9-Jun-2022,Line 19, Needle Breakage, Needle Breakage,SBLS 0031,8:06,8:17,11
9-Jun-2022,Line 19, Needle Breakage, Needle Breakage,,8:31,8:40,9
9-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,DNCS 0080,9:32,9:34,2
9-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,4TOL 0262,1:29,1:35,6
9-Jun-2022,Line 19, Needle Breakage, Needle Breakage,DNCS 0025,2:11,2:24,13
9-Jun-2022,Line 19, Needle Breakage, Needle Breakage,SBLS 0031,3:34,3:41,7
9-Jun-2022,Line 19, Needle Breakage, Needle Breakage,SNLS 2604,3:33,3:43,10
11-Jun-2022,Line 19,Store,Wrong label supply,,7:36,7:54,18
11-Jun-2022,Line 19,Maintenance,Roller Problem,DNCS 0003,10:47,10:56,9
11-Jun-2022,Line 19,Maintenance,Machine pressure problem,DNCS 0003,12:07,12:20,13
11-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,4TOL 0262,12:34,12:44,10
11-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,4TOL 0262,1:54,1:59,5
11-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,4TOL 0262,2:57,3:01,4
11-Jun-2022,Line 19,Maintenance,M/C problem,DNCS 0068,3:33,3:42,9
11-Jun-2022,Line 19, Needle Breakage, Needle Breakage,SBLS 0031,4:48,4:58,10
11-Jun-2022,Line 19,Maintenance,M/C prbolem,SNLS 2346,5:19,5:24,5
11-Jun-2022,Line 19,Maintenance,M/C problem,DNCS 0003,3:56,4:03,7
12-Jun-2022,Line 17, Needle Breakage, Needle Breakage,FCI-5TOL-0291,7:36,7:43,7
12-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,YNG-FLFB-0008,7:41,7:43,2
12-Jun-2022,Line 17,Maintenance,Skip Stitch,MF-7723,8:48,8:50,2
12-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0319,8:51,8:55,4
12-Jun-2022,Line 17,Lean,Excess WIP,,9:17,9:30,13
12-Jun-2022,Line 17,Maintenance,Skip Stitch,FCI-5TOL-0307,9:25,9:29,4
12-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0074,10:30,10:34,4
12-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FQ-356-030-440,11:40,11:45,5
12-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,YNG-FLFB-0008,14:50,14:54,4
12-Jun-2022,Line 17,Maintenance,Skip Stitch,FCI-5TOL-0154,15:53,15:57,4
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0083,7:30,7:33,3
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0321,7:32,7:35,3
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0319,8:23,8:26,3
12-Jun-2022,Line 17,Production,Multiple bio break,FQ-356-030-440,8:25,8:30,5
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0083,10:02,10:06,4
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0074,10:45,10:48,3
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TNB-0006,10:48,10:52,4
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0307,12:29,12:34,5
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2120,14:05,14:09,4
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0083,14:30,14:37,7
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0021,7:35,7:43,8
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-BA-0043,7:45,7:50,5
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0058,7:58,8:04,6
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0020,8:10,8:17,7
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2142,8:35,8:41,6
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-FLCB-0011,8:43,8:55,12
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2109,8:56,8:59,3
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2111,8:58,9:02,4
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-BA-0043,8:56,9:02,6
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2143,9:03,9:10,7
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0012,9:09,9:16,7
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-FLCB-0014,9:12,9:17,5
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-BA-0074,9:14,9:19,5
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2161,9:25,9:29,4
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-FLCB-0011,9:26,9:31,5
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0063,9:42,9:49,7
12-Jun-2022,Line 17,Production,Multiple bio break,FCI-FLCB-0014,10:27,10:33,6
